datetime,	activation,	dropout,	momentum,	minibatch_size,	n_epochs,	learning_rate,	optimizer,	n_layers,	units1,	units2,	units3,	units4,	units5,	units6,	training_r2,	test_r2
2018-03-27 18:12:25,	tanh,	0.851891497269,	0.747155169144,	809,	215,	0.00299800749257,	RMSPropOptimizer,	5,	6.90586601183,	12.6869074257,	9.43375967081,	6.84846689169,	13.9613214882,	None,	-0.418769797381,	-0.418769797381
2018-03-27 18:12:25,	relu,	0.351891497269,	0.942786237106,	4362,	293,	0.445609102709,	AdamOptimizer,	2,	14.3128839882,	1.96186191596,	None,	None,	None,	None,	-0.406555999885,	-0.406555999885
2018-03-27 18:12:25,	tanh,	0.601891497269,	0.82458235361,	303,	343,	0.000197148682417,	GradientDescentOptimizer,	6,	4.47422538683,	3.75645194933,	4.55582998331,	7.22065097846,	15.1699740215,	9.38981435831,	-0.700754621546,	-0.700754621546
2018-03-27 18:12:25,	elu,	0.115483730279,	0.622155169144,	1542,	265,	0.045590205399,	AdamOptimizer,	4,	3.00938163683,	13.4414583965,	11.7933527382,	13.8441339882,	None,	None,	-0.586722200805,	-0.586722200805
2018-03-27 18:12:25,	relu,	0.0842337302791,	0.927161237106,	345,	337,	0.454312366471,	GradientDescentOptimizer,	2,	13.7761689545,	7.11811191596,	None,	None,	None,	None,	-0.0919038289981,	-0.0919038289981
2018-03-27 18:12:25,	elu,	0.570641497269,	0.731530169144,	1756,	258,	0.00468832546698,	RMSPropOptimizer,	5,	13.4605200205,	15.0306574257,	11.5736261757,	14.3275324257,	8.56113944933,	None,	-0.25974173131,	-0.25974173131
2018-03-27 18:12:25,	tanh,	0.320641497269,	0.606530169144,	922,	289,	0.0653313374165,	AdamOptimizer,	1,	7.58208339654,	None,	None,	None,	None,	None,	-0.484123163269,	-0.484123163269
2018-03-27 18:12:25,	relu,	0.820641497269,	0.814507156511,	4967,	387,	0.000273959714766,	RMSPropOptimizer,	4,	10.5703646465,	13.3596608903,	9.44960273817,	2.59221644543,	None,	None,	-0.409619502436,	-0.409619502436
2018-03-27 18:12:25,	relu,	0.209233730279,	0.544030169144,	580,	312,	0.00119136237125,	AdamOptimizer,	3,	2.80430351183,	3.77229501669,	7.33186532919,	None,	None,	None,	-0.479633235668,	-0.479633235668
2018-03-27 18:12:25,	elu,	0.695641497269,	0.769181040419,	2953,	233,	0.275499965528,	GradientDescentOptimizer,	5,	9.24961601183,	13.1556574257,	3.82969413683,	6.37971689169,	10.2322559542,	None,	-0.674668906359,	-0.674668906359
2018-03-27 18:12:25,	tanh,	0.445641497269,	0.864661237106,	205,	281,	6.69952294629e-05,	GradientDescentOptimizer,	2,	12.4588184542,	12.3353449257,	None,	None,	None,	None,	-0.496726254357,	-0.496726254357
2018-03-27 18:12:25,	relu,	0.92757919782,	0.669030169144,	1044,	362,	0.013451395344,	RMSPropOptimizer,	4,	5.14924814169,	14.5619074257,	4.23236972846,	7.01676748331,	None,	None,	-0.84826637909,	-0.84826637909
2018-03-27 18:12:25,	elu,	0.271733730279,	0.958411237106,	989,	324,	3.26245010895e-05,	RMSPropOptimizer,	6,	4.00547538683,	7.77131845419,	5.96207998331,	14.7816339882,	10.0576500985,	3.78574882433,	-0.980504291624,	-0.980504291624
2018-03-27 18:12:25,	relu,	0.758141497269,	0.762780169144,	6441,	246,	0.00882231812288,	GradientDescentOptimizer,	3,	13.3607355507,	13.8809115215,	4.72324882433,	None,	None,	None,	-0.974372592774,	-0.974372592774
2018-03-27 18:12:25,	elu,	0.508141497269,	0.637780169144,	447,	288,	0.000580154785502,	GradientDescentOptimizer,	5,	6.43711601183,	4.27034189169,	5.41889316596,	13.3900324257,	5.74863944933,	None,	-0.936298356982,	-0.936298356982
2018-03-27 18:12:25,	tanh,	0.926588099211,	0.84020735361,	2277,	374,	0.134159536397,	AdamOptimizer,	2,	6.10020194933,	9.72672842081,	None,	None,	None,	None,	-0.8001627834,	-0.8001627834
2018-03-27 18:12:25,	tanh,	0.600875113774,	0.809465545358,	749,	299,	4.62074456615e-05,	GradientDescentOptimizer,	5,	3.84374525941,	6.83322113926,	8.98025542324,	12.2334031781,	13.2734422406,	None,	-0.0401977450747,	-0.0401977450747
2018-03-27 18:12:25,	relu,	0.114467346784,	0.613834477397,	3604,	224,	0.0124954182181,	RMSPropOptimizer,	2,	5.61620619691,	2.68023266839,	None,	None,	None,	None,	-0.681231211714,	-0.681231211714
2018-03-27 18:12:25,	relu,	0.850875113774,	0.738834477397,	264,	274,	0.000821697492103,	AdamOptimizer,	6,	11.2959031781,	9.63107270176,	13.0085757357,	14.3281297406,	3.37499525941,	14.0925601107,	-0.411289168113,	-0.411289168113
2018-03-27 18:12:25,	elu,	0.350875113774,	0.927669428853,	1282,	349,	0.190015763644,	GradientDescentOptimizer,	3,	8.94379076911,	10.3500407691,	2.59862807191,	None,	None,	None,	-0.0867535942898,	-0.0867535942898
2018-03-27 18:12:25,	tanh,	0.725875113774,	0.676334477397,	445,	324,	0.0450598385566,	AdamOptimizer,	4,	3.72775238926,	3.08322113926,	5.18511548089,	5.39138823574,	None,	None,	-0.248571546099,	-0.248571546099
2018-03-27 18:12:25,	relu,	0.234574369959,	0.865169428853,	2143,	249,	0.000194855182678,	GradientDescentOptimizer,	1,	2.58397963441,	None,	None,	None,	None,	None,	-0.979972621904,	-0.979972621904
2018-03-27 18:12:25,	relu,	0.934948579652,	0.772534355919,	981,	287,	0.435901213917,	GradientDescentOptimizer,	5,	12.3575542974,	11.7338031407,	4.33473021553,	11.2991662526,	12.3328839026,	None,	-0.930808050834,	-0.930808050834
2018-03-27 18:12:25,	elu,	0.475875113774,	0.551334477397,	6062,	374,	0.00321708210881,	RMSPropOptimizer,	3,	3.72655775941,	8.67892426426,	14.0925601107,	None,	None,	None,	-0.0512366735166,	-0.0512366735166
2018-03-27 18:12:25,	tanh,	0.927604482706,	0.904231928853,	366,	277,	0.0149580780987,	RMSPropOptimizer,	5,	2.20312025941,	2.4708208566,	13.6982469281,	12.9365281781,	6.43651869691,	None,	-0.440030408767,	-0.440030408767
2018-03-27 18:12:25,	relu,	0.522750113774,	0.715396977397,	1763,	352,	5.53142414988e-05,	AdamOptimizer,	3,	2.08593275941,	5.16329926426,	8.23318511074,	None,	None,	None,	-0.864929805736,	-0.864929805736
2018-03-27 18:12:25,	relu,	0.772750113774,	0.590396977397,	980,	302,	0.227465026216,	RMSPropOptimizer,	5,	5.95312025941,	12.0261640632,	9.94824692809,	3.31759613926,	10.1780818796,	None,	-0.787342200481,	-0.787342200481
2018-03-27 18:12:25,	elu,	0.278826750688,	0.786028045358,	4988,	227,	0.000983641767392,	GradientDescentOptimizer,	2,	13.9372753632,	5.25835766839,	None,	None,	None,	None,	-0.904011220473,	-0.904011220473
2018-03-27 18:12:25,	tanh,	0.897750113774,	0.652896977397,	616,	287,	0.000233258222298,	RMSPropOptimizer,	5,	11.3742367643,	4.25509613926,	2.40819838441,	8.94259613926,	11.8576352018,	None,	-0.0274106710589,	-0.0274106710589
2018-03-27 18:12:25,	relu,	0.397750113774,	0.841731928853,	2966,	377,	0.0539404582127,	GradientDescentOptimizer,	2,	12.1564326403,	14.2255906781,	None,	None,	None,	None,	-0.657063682222,	-0.657063682222
2018-03-27 18:12:25,	relu,	0.647750113774,	0.966731928853,	218,	327,	0.00354711930905,	GradientDescentOptimizer,	4,	3.22851088441,	11.5512126441,	14.3867234906,	9.17187974059,	None,	None,	-0.946908381219,	-0.946908381219
2018-03-27 18:12:25,	elu,	0.161342346784,	0.770971085736,	1048,	252,	0.529242397373,	AdamOptimizer,	1,	10.3793376441,	None,	None,	None,	None,	None,	-0.283507467027,	-0.283507467027
2018-03-27 18:12:25,	elu,	0.835250113774,	0.872981928853,	760,	264,	0.00201993298641,	AdamOptimizer,	3,	10.1156657691,	4.32480039849,	5.17675307191,	None,	None,	None,	-0.912901355502,	-0.912901355502
2018-03-27 18:12:25,	tanh,	0.335250113774,	0.684146977397,	3846,	340,	0.467105123979,	GradientDescentOptimizer,	5,	12.7595522982,	3.31759613926,	4.32256868929,	2.38009613926,	12.292223413,	None,	-0.0770716874127,	-0.0770716874127
2018-03-27 18:12:25,	elu,	0.585250113774,	0.559146977397,	282,	290,	0.000113589179237,	GradientDescentOptimizer,	1,	4.22460463441,	None,	None,	None,	None,	None,	-0.572177117997,	-0.572177117997
2018-03-27 18:12:25,	relu,	0.098842346784,	0.774321271863,	1359,	214,	0.0262672514421,	RMSPropOptimizer,	4,	2.29101088441,	12.4887126441,	13.4492234906,	6.56326323574,	None,	None,	-0.21791164707,	-0.21791164707
2018-03-27 18:12:25,	relu,	0.926519012763,	0.621646977397,	168,	288,	0.124899089246,	GradientDescentOptimizer,	3,	14.3134813031,	13.3969157691,	12.9206851107,	None,	None,	None,	-0.598615081458,	-0.598615081458
2018-03-27 18:12:25,	tanh,	0.460250113774,	0.817278045358,	986,	365,	0.000479001597117,	RMSPropOptimizer,	6,	11.0615281781,	11.5156297406,	4.67335268187,	6.19465209735,	9.30601605487,	13.3894351107,	-0.752547081216,	-0.752547081216
2018-03-27 18:12:25,	elu,	0.710250113774,	0.935481928853,	475,	315,	0.00728409827297,	AdamOptimizer,	2,	3.97558119691,	1.4692737574,	None,	None,	None,	None,	-0.207068354158,	-0.207068354158
2018-03-27 18:12:25,	relu,	0.223842346784,	0.746646977397,	2287,	239,	2.69362392891e-05,	GradientDescentOptimizer,	5,	5.01562025941,	14.8115281781,	9.21463042324,	8.00509613926,	10.9201352018,	None,	-0.881549259514,	-0.881549259514
2018-03-27 18:12:25,	elu,	0.255092346784,	0.832903045358,	541,	359,	0.000686415309832,	RMSPropOptimizer,	4,	7.97699389411,	12.9574626441,	12.9804734906,	3.28201323574,	None,	None,	-0.281433726707,	-0.281433726707
2018-03-27 18:12:25,	relu,	0.741500113774,	0.637271977397,	2604,	282,	0.146085217099,	GradientDescentOptimizer,	1,	6.36447113926,	None,	None,	None,	None,	None,	-0.721160996326,	-0.721160996326
2018-03-27 18:12:25,	relu,	0.491500113774,	0.762271977397,	191,	233,	3.85999694962e-05,	GradientDescentOptimizer,	5,	12.3273131004,	12.4677781781,	11.3544969281,	11.7341616732,	2.21776869691,	None,	-0.995226880727,	-0.995226880727
2018-03-27 18:12:25,	tanh,	0.928390747213,	0.951106928853,	954,	309,	0.010438204388,	AdamOptimizer,	3,	10.054704283,	11.9906657691,	9.63943511074,	None,	None,	None,	-0.294655504076,	-0.294655504076
2018-03-27 18:12:25,	elu,	0.130092346784,	0.699771977397,	321,	384,	0.417919989429,	GradientDescentOptimizer,	5,	7.35937025941,	4.72384613926,	6.13726391839,	11.2863461393,	4.09276869691,	None,	-0.909939852515,	-0.909939852515
2018-03-27 18:12:25,	relu,	0.616500113774,	0.888606928853,	1548,	286,	0.00289458936056,	AdamOptimizer,	2,	8.19433119691,	12.8193406781,	None,	None,	None,	None,	-0.856233077748,	-0.856233077748
2018-03-27 18:12:25,	relu,	0.366500113774,	0.771376164298,	860,	258,	0.0376413015022,	RMSPropOptimizer,	6,	7.74022963441,	7.05294770176,	14.4453172406,	4.20995619691,	8.0735575761,	11.0456851107,	-0.125461771456,	-0.125461771456
2018-03-27 18:12:25,	tanh,	0.866500113774,	0.574771977397,	4380,	334,	0.00016277472169,	GradientDescentOptimizer,	3,	14.7822313031,	6.56954926426,	7.76443511074,	None,	None,	None,	-0.941267026222,	-0.941267026222
2018-03-27 18:12:25,	relu,	0.0811845797937,	0.801653045358,	248,	346,	0.0772973546631,	GradientDescentOptimizer,	2,	10.8029477018,	8.33572417324,	None,	None,	None,	None,	-0.546731414027,	-0.546731414027
2018-03-27 18:12:25,	elu,	0.554000113774,	0.606021977397,	1194,	271,	0.000334261964665,	RMSPropOptimizer,	5,	4.54687025941,	2.11522963441,	5.19976391839,	12.4677781781,	5.03026869691,	None,	-0.331749013663,	-0.331749013663
2018-03-27 18:12:25,	tanh,	0.304000113774,	0.731021977397,	702,	221,	0.459659749484,	AdamOptimizer,	4,	10.7894938941,	12.0199626441,	10.1679734906,	6.09451323574,	None,	None,	-0.326250833267,	-0.326250833267
2018-03-27 18:12:25,	relu,	0.804000113774,	0.919856928853,	3377,	296,	0.005083066558,	GradientDescentOptimizer,	6,	10.708672029,	9.86544770176,	4.09276869691,	12.6875047406,	15.4242145348,	7.98925307191,	-0.888317919062,	-0.888317919062
2018-03-27 18:12:25,	tanh,	0.192592346784,	0.668521977397,	962,	371,	7.92660033809e-05,	AdamOptimizer,	2,	5.38183119691,	13.7568406781,	None,	None,	None,	None,	-0.451878771591,	-0.451878771591
2018-03-27 18:12:25,	elu,	0.679000113774,	0.857356928853,	5680,	285,	0.0183300914365,	GradientDescentOptimizer,	4,	8.91449389411,	13.3557583929,	12.0429734906,	11.5156297406,	None,	None,	-0.58621658682,	-0.58621658682
2018-03-27 18:12:25,	tanh,	0.429000113774,	0.767763385795,	417,	246,	0.00140957101728,	GradientDescentOptimizer,	3,	7.97418503606,	5.63204926426,	12.4519351107,	None,	None,	None,	-0.643840908952,	-0.643840908952
2018-03-27 18:12:25,	relu,	0.929000113774,	0.543521977397,	2008,	321,	0.325960241857,	RMSPropOptimizer,	5,	12.2908022982,	13.4052781781,	14.1669969281,	11.4688545117,	3.15526869691,	None,	-0.296679226126,	-0.296679226126
2018-03-27 18:12:25,	elu,	0.374312613774,	0.771813920277,	225,	288,	0.00796963251805,	AdamOptimizer,	5,	4.42968275941,	11.6960818817,	6.75369292324,	4.84103363926,	4.67870619691,	None,	-0.199344883264,	-0.199344883264
2018-03-27 18:12:25,	relu,	0.874312613774,	0.555240727397,	1083,	376,	2.94713114112e-05,	GradientDescentOptimizer,	2,	11.3888852018,	13.8740281781,	None,	None,	None,	None,	-0.32505938818,	-0.32505938818
2018-03-27 18:12:25,	relu,	0.137904846784,	0.680240727397,	637,	326,	0.12119288706,	GradientDescentOptimizer,	6,	14.2255906781,	14.9140672406,	6.56326323574,	10.1655842309,	10.8187907691,	11.8659976107,	-0.893710307299,	-0.893710307299
2018-03-27 18:12:25,	tanh,	0.624312613774,	0.869075678853,	3064,	250,	0.000524082262694,	RMSPropOptimizer,	4,	6.68793139411,	3.20040863926,	4.83355298089,	8.35156724059,	None,	None,	-0.403645456429,	-0.403645456429
2018-03-27 18:12:25,	elu,	0.499312613774,	0.742740727397,	1004,	275,	0.000124279489736,	AdamOptimizer,	4,	12.3129313941,	8.62152514411,	2.95855298089,	2.95853224615,	None,	None,	-0.519133199717,	-0.519133199717
2018-03-27 18:12:25,	relu,	0.934219509057,	0.931575678853,	5153,	351,	0.0287393625687,	RMSPropOptimizer,	2,	2.21776869691,	8.45291167324,	None,	None,	None,	None,	-0.305757819318,	-0.305757819318
2018-03-27 18:12:25,	relu,	0.262904846784,	0.808520798153,	378,	301,	0.00221003657687,	AdamOptimizer,	5,	12.1847467612,	6.48165863926,	12.1748094281,	6.71603363926,	2.80370619691,	None,	-0.339228014409,	-0.339228014409
2018-03-27 18:12:25,	tanh,	0.749312613774,	0.617740727397,	1821,	225,	0.510542447735,	GradientDescentOptimizer,	3,	14.8994188031,	10.4672282691,	7.19943207676,	None,	None,	None,	-0.624793453991,	-0.624793453991
2018-03-27 18:12:25,	relu,	0.436812613774,	0.782121795358,	491,	286,	0.0038809522238,	GradientDescentOptimizer,	1,	14.4599656781,	None,	None,	None,	None,	None,	-0.888444071774,	-0.888444071774
2018-03-27 18:12:25,	elu,	0.928591787702,	0.586490727397,	2362,	363,	0.490645790075,	AdamOptimizer,	4,	11.3754313941,	7.7191740861,	3.89605298089,	13.0390672406,	None,	None,	-0.191608125471,	-0.191608125471
2018-03-27 18:12:25,	tanh,	0.200404846784,	0.711490727397,	173,	313,	0.000255211042447,	RMSPropOptimizer,	3,	2.67187025941,	7.85861176426,	2.71581557191,	None,	None,	None,	-0.388350212567,	-0.388350212567
2018-03-27 18:12:25,	elu,	0.686812613774,	0.900325678853,	999,	238,	0.0590170002793,	GradientDescentOptimizer,	5,	12.2485130129,	7.41915863926,	14.9873094281,	3.90353363926,	3.74120619691,	None,	-0.261347538869,	-0.261347538869
2018-03-27 18:12:25,	relu,	0.311812613774,	0.773990727397,	292,	263,	0.248872626606,	RMSPropOptimizer,	2,	6.90526869691,	11.0615281781,	None,	None,	None,	None,	-0.568642521145,	-0.568642521145
2018-03-27 18:12:25,	elu,	0.811812613774,	0.962825678853,	1404,	338,	0.00107621604236,	GradientDescentOptimizer,	5,	7.15048898802,	9.29415863926,	6.02007641839,	5.77853363926,	5.61620619691,	None,	-0.225846217769,	-0.225846217769
2018-03-27 18:12:25,	tanh,	0.0835058595986,	0.8440845341,	798,	288,	0.0156305552283,	GradientDescentOptimizer,	3,	7.93199102632,	9.55444060714,	14.1517641193,	None,	None,	None,	-0.650966998898,	-0.650966998898
2018-03-27 18:12:25,	relu,	0.561812613774,	0.648990727397,	3973,	213,	6.05200755454e-05,	AdamOptimizer,	6,	3.87304213441,	4.56151869691,	11.2507632357,	6.09689212056,	2.78905775941,	3.18456557191,	-0.936980513834,	-0.936980513834
2018-03-27 18:12:25,	tanh,	0.655562613774,	0.915950678853,	902,	382,	0.000751016470279,	GradientDescentOptimizer,	5,	12.6423647982,	11.6379086393,	2.29101088441,	13.9912156781,	11.5060727018,	None,	-0.710679732045,	-0.710679732045
2018-03-27 18:12:25,	relu,	0.169154846784,	0.727115727397,	4525,	285,	0.17367093058,	RMSPropOptimizer,	3,	2.20312025941,	15.3432795855,	9.99099761074,	None,	None,	None,	-0.649498295636,	-0.649498295636
2018-03-27 18:12:25,	relu,	0.905562613774,	0.602115727397,	332,	257,	4.22327597136e-05,	AdamOptimizer,	4,	12.7816813941,	2.8296809461,	2.04198744691,	7.88281724059,	None,	None,	-0.930866551727,	-0.930866551727
2018-03-27 18:12:25,	elu,	0.405562613774,	0.797746795358,	1599,	332,	0.0114205835785,	GradientDescentOptimizer,	1,	10.7309001441,	None,	None,	None,	None,	None,	-0.93602272044,	-0.93602272044
2018-03-27 18:12:25,	tanh,	0.780562613774,	0.539615727397,	197,	357,	0.460416413378,	AdamOptimizer,	6,	14.6943406781,	10.6953172406,	7.03201323574,	4.56151869691,	14.9268602591,	9.27831557191,	-0.604642361013,	-0.604642361013
2018-03-27 18:12:25,	relu,	0.280562613774,	0.772394678814,	951,	282,	0.00316701019534,	GradientDescentOptimizer,	3,	7.78266254659,	2.90624525941,	5.99706557191,	None,	None,	None,	-0.76725467149,	-0.76725467149
2018-03-27 18:12:25,	relu,	0.935416982706,	0.855094983694,	559,	232,	0.0411838678216,	GradientDescentOptimizer,	5,	4.89843275941,	6.01290863926,	9.83105942809,	9.99728363926,	9.63107270176,	None,	-0.459341550849,	-0.459341550849
2018-03-27 18:12:25,	elu,	0.530562613774,	0.664615727397,	2690,	307,	0.000178094071014,	RMSPropOptimizer,	2,	3.62401869691,	6.31304516839,	None,	None,	None,	None,	-0.274579119923,	-0.274579119923
2018-03-27 18:12:25,	relu,	0.718062613774,	0.947200678853,	431,	370,	0.0200552061898,	RMSPropOptimizer,	3,	10.208745466,	14.6859782691,	3.18456557191,	None,	None,	None,	-0.473899059898,	-0.473899059898
2018-03-27 18:12:25,	tanh,	0.231654846784,	0.758365727397,	2074,	287,	8.67260290083e-05,	GradientDescentOptimizer,	6,	4.34179213441,	7.63888520176,	9.84451323574,	13.1759122037,	8.67892426426,	10.4597476107,	-0.136025483223,	-0.136025483223
2018-03-27 18:12:25,	elu,	0.924442287353,	0.633365727397,	962,	244,	0.356637602315,	RMSPropOptimizer,	2,	13.9765672406,	3.50054516839,	None,	None,	None,	None,	-0.988195254234,	-0.988195254234
2018-03-27 18:12:25,	relu,	0.468062613774,	0.824689240392,	5868,	320,	0.001542231117,	AdamOptimizer,	5,	5.83593275941,	8.82540863926,	9.09744292324,	14.9287156781,	10.5685727018,	None,	-0.421924761887,	-0.421924761887
2018-03-27 18:12:25,	relu,	0.593062613774,	0.570865727397,	725,	345,	2.05659824787e-05,	GradientDescentOptimizer,	3,	14.4306688031,	1.96874525941,	14.4746141156,	None,	None,	None,	-0.430224188907,	-0.430224188907
2018-03-27 18:12:25,	tanh,	0.106654846784,	0.767439916235,	3489,	269,	0.00556145332119,	AdamOptimizer,	5,	11.2570492643,	10.5981693431,	4.3654546426,	10.9347836393,	12.4241128388,	None,	-0.601098195847,	-0.601098195847
2018-03-27 18:12:25,	elu,	0.843062613774,	0.884700678853,	256,	219,	0.00036572063189,	RMSPropOptimizer,	1,	4.57616713441,	None,	None,	None,	None,	None,	-0.921649577368,	-0.921649577368
2018-03-27 18:12:25,	tanh,	0.343062613774,	0.695865727397,	1233,	295,	0.084572103258,	GradientDescentOptimizer,	4,	13.7191813941,	1.99804213441,	2.12159366549,	7.08005567363,	None,	None,	-0.423295468821,	-0.423295468821
2018-03-27 18:12:25,	relu,	0.796187613774,	0.771001236041,	679,	253,	0.00010381843108,	AdamOptimizer,	2,	1.98339369691,	4.67242016839,	None,	None,	None,	None,	-0.167217200497,	-0.167217200497
2018-03-27 18:12:25,	tanh,	0.296187613774,	0.531803227397,	3269,	329,	0.0240077871134,	GradientDescentOptimizer,	5,	4.19530775941,	13.5224656781,	10.0654344281,	4.13790863926,	14.7968797406,	None,	-0.699142075795,	-0.699142075795
2018-03-27 18:12:25,	elu,	0.546187613774,	0.656803227397,	240,	379,	0.00184618178372,	GradientDescentOptimizer,	3,	13.7275438031,	6.21798676426,	9.28787261074,	None,	None,	None,	-0.412693910987,	-0.412693910987
2018-03-27 18:12:25,	relu,	0.0733720797937,	0.845638178853,	1156,	287,	0.426925535043,	RMSPropOptimizer,	6,	14.9287156781,	14.2109422406,	9.14138823574,	8.05620923089,	8.91329926426,	6.23144057191,	-0.801080834756,	-0.801080834756
2018-03-27 18:12:25,	relu,	0.921187613774,	0.719303227397,	404,	228,	0.0066575325186,	GradientDescentOptimizer,	1,	11.9027751441,	None,	None,	None,	None,	None,	-0.27779284898,	-0.27779284898
2018-03-27 18:12:25,	tanh,	0.421187613774,	0.908138178853,	1944,	304,	2.46192297627e-05,	RMSPropOptimizer,	4,	14.08780547,	12.6059001441,	10.7539109906,	10.9296922406,	None,	None,	-0.844320107552,	-0.844320107552
2018-03-27 18:12:25,	elu,	0.671187613774,	0.789934295358,	983,	354,	0.101239998808,	AdamOptimizer,	3,	9.52972826911,	11.6391032691,	7.41287261074,	None,	None,	None,	-0.109273891408,	-0.109273891408
